301_user_id,302_role,303_name,304_profile_img_url,305_contact,306_preferred_language,307_nationality,308_visa_status,309_employment_type,310_contract_period,311_agency_name,312_capable_tasks,313_allowed_zones,401_task_code,402_task_name,403_difficulty_level,404_required_headcount,405_standard_time,406_unit_type,407_sop_text_kr,408_guide_image_urls,409_eval_criteria,501_order_id,502_task_code_mapped,503_assigner_id,504_assignee_id,505_target_zone_id,506_priority,507_target_amount,508_planned_datetime,509_order_memo,510_status,511_read_receipt,512_actual_start_time,513_actual_end_time,514_completed_amount,515_issue_type,516_incomplete_reason,517_worker_feedback,601_worker_photo_urls,602_robot_vision_id,603_robot_scan_time,604_ai_eval_score,605_ai_detected_issues,606_final_grade,607_incentive_points,608_evaluator_memo
W-022,Worker,작업자_22,https://api.farm.com/img/w022.jpg,010-6114-1549,PH,PH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260222-076,TSK-01,W-001,W-022,Zone-3,보통,60.5,2026-02-22 15:07:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-22 15:10:00,2026-02-22 17:28:51,54.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260222-076.jpg,RV-20260222-299,2026-02-22 17:33:51,84.3,특이사항 없음,B,0,조금 더 신경 쓸 것
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260222-077,TSK-03,W-002,W-004,Zone-4,높음,148.8,2026-02-22 12:07:00,,완료,True,2026-02-22 12:09:00,2026-02-22 14:10:52,150.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260222-077.jpg,RV-20260222-529,2026-02-22 14:15:52,91.6,특이사항 없음,A,916,우수함
W-017,Worker,작업자_17,https://api.farm.com/img/w017.jpg,010-9680-7700,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260222-078,TSK-02,W-002,W-017,Zone-1,보통,146.9,2026-02-22 15:50:00,,완료,True,2026-02-22 16:04:00,2026-02-22 17:40:50,137.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260222-078.jpg,RV-20260222-741,2026-02-22 17:45:50,82.9,특이사항 없음,B,0,조금 더 신경 쓸 것
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260222-079,TSK-04,W-001,W-004,Zone-2,높음,177.1,2026-02-22 09:18:00,,완료,True,2026-02-22 09:32:00,2026-02-22 10:27:36,175.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260222-079.jpg,RV-20260222-694,2026-02-22 10:32:36,91.4,특이사항 없음,A,914,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260223-080,TSK-02,W-001,W-004,Zone-1,높음,142.7,2026-02-23 12:02:00,,완료,True,2026-02-23 12:03:00,2026-02-23 13:21:24,148.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-080.jpg,RV-20260223-213,2026-02-23 13:26:24,92.5,특이사항 없음,A,925,우수함
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260223-081,TSK-03,W-002,W-008,Zone-1,보통,111.0,2026-02-23 10:00:00,,완료,True,2026-02-23 10:03:00,2026-02-23 12:16:10,111.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-081.jpg,RV-20260223-630,2026-02-23 12:21:10,92.9,특이사항 없음,A,929,우수함
W-006,Worker,작업자_6,https://api.farm.com/img/w006.jpg,010-1795-6820,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260223-082,TSK-04,W-002,W-006,Zone-4,보통,78.2,2026-02-23 12:53:00,,완료,True,2026-02-23 13:08:00,2026-02-23 14:00:15,77.4,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-082.jpg,RV-20260223-664,2026-02-23 14:05:15,97.4,특이사항 없음,A,974,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260223-083,TSK-03,W-002,W-004,Zone-1,보통,91.6,2026-02-23 10:53:00,,완료,True,2026-02-23 11:03:00,2026-02-23 13:12:34,89.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-083.jpg,RV-20260223-699,2026-02-23 13:17:34,90.7,특이사항 없음,A,907,우수함
W-030,Worker,작업자_30,https://api.farm.com/img/w030.jpg,010-6400-2476,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260223-084,TSK-01,W-001,W-030,Zone-4,보통,97.3,2026-02-23 12:55:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-23 13:04:00,2026-02-23 15:28:45,80.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-084.jpg,RV-20260223-509,2026-02-23 15:33:45,78.1,미수확 과실 잔존,C,0,재교육 필요
W-006,Worker,작업자_6,https://api.farm.com/img/w006.jpg,010-1795-6820,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260223-085,TSK-03,W-001,W-006,Zone-2,높음,68.0,2026-02-23 09:50:00,,완료,True,2026-02-23 09:52:00,2026-02-23 11:57:14,67.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-085.jpg,RV-20260223-110,2026-02-23 12:02:14,97.7,특이사항 없음,A,977,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260223-086,TSK-03,W-002,W-004,Zone-3,긴급,114.5,2026-02-23 08:58:00,,완료,True,2026-02-23 09:04:00,2026-02-23 11:09:40,111.2,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-086.jpg,RV-20260223-712,2026-02-23 11:14:40,93.5,특이사항 없음,A,935,우수함
W-028,Worker,작업자_28,https://api.farm.com/img/w028.jpg,010-5270-4186,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260223-087,TSK-01,W-001,W-028,Zone-2,보통,137.6,2026-02-23 08:55:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-23 08:57:00,2026-02-23 11:32:41,118.9,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-087.jpg,RV-20260223-305,2026-02-23 11:37:41,79.7,미수확 과실 잔존,C,0,재교육 필요
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260223-088,TSK-04,W-001,W-004,Zone-2,보통,146.5,2026-02-23 08:11:00,,완료,True,2026-02-23 08:12:00,2026-02-23 09:02:24,148.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-088.jpg,RV-20260223-820,2026-02-23 09:07:24,91.2,특이사항 없음,A,912,우수함
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260223-089,TSK-04,W-002,W-004,Zone-1,보통,118.3,2026-02-23 13:23:00,,완료,True,2026-02-23 13:30:00,2026-02-23 14:22:46,122.5,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-089.jpg,RV-20260223-908,2026-02-23 14:27:46,91.4,특이사항 없음,A,914,우수함
W-006,Worker,작업자_6,https://api.farm.com/img/w006.jpg,010-1795-6820,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260223-090,TSK-02,W-002,W-006,Zone-1,높음,91.6,2026-02-23 15:14:00,,완료,True,2026-02-23 15:27:00,2026-02-23 16:45:42,88.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-090.jpg,RV-20260223-883,2026-02-23 16:50:42,93.9,특이사항 없음,A,939,우수함
W-009,Worker,작업자_9,https://api.farm.com/img/w009.jpg,010-4739-8772,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260223-091,TSK-01,W-002,W-009,Zone-3,보통,163.1,2026-02-23 08:18:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-23 08:27:00,2026-02-23 10:38:07,127.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260223-091.jpg,RV-20260223-177,2026-02-23 10:43:07,73.0,미수확 과실 잔존,C,0,재교육 필요
W-012,Worker,작업자_12,https://api.farm.com/img/w012.jpg,010-4329-7281,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-092,TSK-02,W-002,W-012,Zone-2,보통,105.5,2026-02-24 09:58:00,,이슈발생,True,2026-02-24 10:06:00,2026-02-24 11:47:06,91.1,시간부족,작업 속도 저하로 인한 시간 부족,특이사항 없음,https://api.farm.com/upload/ORD-20260224-092.jpg,RV-20260224-786,2026-02-24 11:52:06,73.0,줄기 꺾임,C,0,재교육 필요
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260224-093,TSK-03,W-002,W-007,Zone-3,보통,136.3,2026-02-24 08:15:00,,완료,True,2026-02-24 08:22:00,2026-02-24 10:33:22,137.6,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-093.jpg,RV-20260224-824,2026-02-24 10:38:22,95.6,특이사항 없음,A,956,우수함
W-020,Worker,작업자_20,https://api.farm.com/img/w020.jpg,010-8016-6051,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-094,TSK-02,W-001,W-020,Zone-2,보통,190.8,2026-02-24 09:50:00,,완료,True,2026-02-24 09:50:00,2026-02-24 11:20:38,163.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-094.jpg,RV-20260224-127,2026-02-24 11:25:38,70.5,줄기 꺾임,C,0,재교육 필요
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260224-095,TSK-03,W-002,W-003,Zone-2,긴급,64.3,2026-02-24 11:48:00,,완료,True,2026-02-24 12:02:00,2026-02-24 14:07:11,66.5,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-095.jpg,RV-20260224-391,2026-02-24 14:12:11,98.4,특이사항 없음,A,984,우수함
W-019,Worker,작업자_19,https://api.farm.com/img/w019.jpg,010-7904-6177,PH,PH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260224-096,TSK-01,W-002,W-019,Zone-2,보통,102.6,2026-02-24 09:15:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-24 09:22:00,2026-02-24 11:52:22,80.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-096.jpg,RV-20260224-567,2026-02-24 11:57:22,87.6,특이사항 없음,B,0,조금 더 신경 쓸 것
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260224-097,TSK-04,W-001,W-003,Zone-4,높음,78.8,2026-02-24 15:56:00,,완료,True,2026-02-24 16:02:00,2026-02-24 16:51:39,77.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-097.jpg,RV-20260224-381,2026-02-24 16:56:39,90.5,특이사항 없음,A,905,우수함
W-017,Worker,작업자_17,https://api.farm.com/img/w017.jpg,010-9680-7700,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-098,TSK-02,W-002,W-017,Zone-3,보통,147.9,2026-02-24 10:36:00,,완료,True,2026-02-24 10:40:00,2026-02-24 12:13:12,132.7,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-098.jpg,RV-20260224-610,2026-02-24 12:18:12,76.4,줄기 꺾임,C,0,재교육 필요
W-012,Worker,작업자_12,https://api.farm.com/img/w012.jpg,010-4329-7281,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-099,TSK-02,W-001,W-012,Zone-3,높음,165.3,2026-02-24 08:26:00,,이슈발생,True,2026-02-24 08:33:00,2026-02-24 10:07:55,140.5,장비이상,-,가위 날이 무뎌 교체 필요함,https://api.farm.com/upload/ORD-20260224-099.jpg,RV-20260224-383,2026-02-24 10:12:55,86.3,특이사항 없음,B,0,조금 더 신경 쓸 것
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260224-100,TSK-04,W-001,W-003,Zone-3,높음,57.2,2026-02-24 14:12:00,,완료,True,2026-02-24 14:12:00,2026-02-24 15:05:15,58.4,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-100.jpg,RV-20260224-708,2026-02-24 15:10:15,90.2,특이사항 없음,A,902,우수함
W-008,Worker,작업자_8,https://api.farm.com/img/w008.jpg,010-6800-4967,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260224-101,TSK-04,W-002,W-008,Zone-4,긴급,88.4,2026-02-24 13:27:00,,완료,True,2026-02-24 13:29:00,2026-02-24 14:17:11,90.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-101.jpg,RV-20260224-968,2026-02-24 14:22:11,91.6,특이사항 없음,A,916,우수함
W-014,Worker,작업자_14,https://api.farm.com/img/w014.jpg,010-7457-5542,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-102,TSK-02,W-002,W-014,Zone-4,긴급,71.8,2026-02-24 15:46:00,,이슈발생,True,2026-02-24 15:50:00,2026-02-24 17:31:37,58.8,시간부족,작업 속도 저하로 인한 시간 부족,특이사항 없음,https://api.farm.com/upload/ORD-20260224-102.jpg,RV-20260224-795,2026-02-24 17:36:37,83.6,특이사항 없음,B,0,조금 더 신경 쓸 것
W-010,Worker,작업자_10,https://api.farm.com/img/w010.jpg,010-2186-9376,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260224-103,TSK-01,W-002,W-010,Zone-1,보통,68.1,2026-02-24 12:55:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,이슈발생,True,2026-02-24 13:02:00,2026-02-24 15:35:31,52.8,시간부족,작업 속도 저하로 인한 시간 부족,특이사항 없음,https://api.farm.com/upload/ORD-20260224-103.jpg,RV-20260224-657,2026-02-24 15:40:31,84.1,특이사항 없음,B,0,조금 더 신경 쓸 것
W-006,Worker,작업자_6,https://api.farm.com/img/w006.jpg,010-1795-6820,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260224-104,TSK-04,W-001,W-006,Zone-2,높음,137.9,2026-02-24 15:57:00,,완료,True,2026-02-24 15:58:00,2026-02-24 16:53:45,144.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-104.jpg,RV-20260224-408,2026-02-24 16:58:45,92.9,특이사항 없음,A,929,우수함
W-012,Worker,작업자_12,https://api.farm.com/img/w012.jpg,010-4329-7281,VN,VN,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260224-105,TSK-01,W-001,W-012,Zone-2,보통,116.0,2026-02-24 08:57:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-24 08:57:00,2026-02-24 10:57:53,90.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-105.jpg,RV-20260224-805,2026-02-24 11:02:53,87.3,특이사항 없음,B,0,조금 더 신경 쓸 것
W-029,Worker,작업자_29,https://api.farm.com/img/w029.jpg,010-2476-5450,TH,TH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-02,적엽,하,3,90.0,bed,맨 아래 누런 잎부터 3장 제거할 것.,https://api.farm.com/guide/deleaf.jpg,줄기 손상 여부,ORD-20260224-106,TSK-02,W-001,W-029,Zone-2,보통,131.1,2026-02-24 15:49:00,,완료,True,2026-02-24 16:04:00,2026-02-24 17:45:21,109.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260224-106.jpg,RV-20260224-779,2026-02-24 17:50:21,79.1,줄기 꺾임,C,0,재교육 필요
W-004,Worker,작업자_4,https://api.farm.com/img/w004.jpg,010-6550-7994,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260225-107,TSK-03,W-001,W-004,Zone-4,보통,153.8,2026-02-25 13:55:00,,완료,True,2026-02-25 14:06:00,2026-02-25 16:23:21,155.5,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-107.jpg,RV-20260225-501,2026-02-25 16:28:21,93.2,특이사항 없음,A,932,우수함
W-003,Worker,작업자_3,https://api.farm.com/img/w003.jpg,010-8884-6831,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260225-108,TSK-04,W-002,W-003,Zone-1,보통,173.7,2026-02-25 08:49:00,,완료,True,2026-02-25 08:58:00,2026-02-25 09:49:17,178.7,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-108.jpg,RV-20260225-928,2026-02-25 09:54:17,98.8,특이사항 없음,A,988,우수함
W-006,Worker,작업자_6,https://api.farm.com/img/w006.jpg,010-1795-6820,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260225-109,TSK-04,W-001,W-006,Zone-4,높음,68.1,2026-02-25 14:37:00,,완료,True,2026-02-25 14:48:00,2026-02-25 15:39:39,64.8,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-109.jpg,RV-20260225-100,2026-02-25 15:44:39,94.8,특이사항 없음,A,948,우수함
W-022,Worker,작업자_22,https://api.farm.com/img/w022.jpg,010-6114-1549,PH,PH,E-8,계절,2026-01-01 ~ 2026-12-31,글로벌맨파워,"수확, 적엽","1구역, 2구역, 3구역, 4구역",TSK-01,수확,중,5,120.0,kg,빨갛게 익은 과실만 조심해서 수확할 것.,https://api.farm.com/guide/harvest.jpg,상처 없는 과실 비율,ORD-20260225-110,TSK-01,W-002,W-022,Zone-1,보통,171.7,2026-02-25 09:23:00,금일 출하량 맞추기 위해 꼼꼼히 진행 요망,완료,True,2026-02-25 09:34:00,2026-02-25 11:56:06,141.3,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-110.jpg,RV-20260225-562,2026-02-25 12:01:06,79.6,미수확 과실 잔존,C,0,재교육 필요
W-005,Worker,작업자_5,https://api.farm.com/img/w005.jpg,010-3748-5604,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-04,방제,상,2,60.0,zone,보호구 착용 후 꼼꼼히 살포할 것.,https://api.farm.com/guide/spray.jpg,약제 살포 균일도,ORD-20260225-111,TSK-04,W-002,W-005,Zone-3,보통,181.6,2026-02-25 14:40:00,,완료,True,2026-02-25 14:47:00,2026-02-25 15:39:46,190.0,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-111.jpg,RV-20260225-437,2026-02-25 15:44:46,92.2,특이사항 없음,A,922,우수함
W-007,Worker,작업자_7,https://api.farm.com/img/w007.jpg,010-6638-5010,KR,KR,내국인,계절,2026-01-01 ~ 2026-12-31,직고용,"수확, 적엽, 곁순제거","1구역, 2구역, 3구역, 4구역",TSK-03,곁순제거,상,2,150.0,row,메인 줄기 이외의 곁순은 모두 제거할 것.,https://api.farm.com/guide/prune.jpg,곁순 잔존율,ORD-20260225-112,TSK-03,W-001,W-007,Zone-2,높음,187.7,2026-02-25 13:02:00,,완료,True,2026-02-25 13:16:00,2026-02-25 15:23:28,191.1,정상,-,특이사항 없음,https://api.farm.com/upload/ORD-20260225-112.jpg,RV-20260225-785,2026-02-25 15:28:28,90.1,특이사항 없음,A,901,우수함
